createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.txCount,token00_creator_address,txCount,current_token,current_Eth
2021-10-17,0xcea44d309b354bf37894a2fdb870f318e06deb5a,Tokyo Ghoul Inu,KANEKI,Wrapped Ether,WETH,0x8e425a0bdd121e3f3dfc31a48cbe54b384a8f9d8,Tokyo Ghoul Inu,KANEKI,28,0xa36b1c597b59080214800b1ba57aaeaf1f01cf56,28,1.01071E+13,0.004982962
2021-10-16,0xbddaaf483cccd2aa09ecc6430b7ec95d0e1d4a94,LOOTS,Loots Token,Wrapped Ether,WETH,0x366175667d3d507a3a97861da2ad58fa68ea8c01,LOOTS,Loots Token,91,0x5ae82332ff7f6d34305396e9d48243a4dc17c4de,91,8.68E-06,1.19E-16
2021-10-16,0xbb4fb146ad7ad636ca66ec68b48bf5dcccee0e3a,Wrapped Ether,WETH,IshtarInu,@IshtarInu,0xf17d0878add736b61be20f2f8b5fc85566412efc,IshtarInu,@IshtarInu,35,0xa0f999916ec81f8a89d54ef44d5e45f51c9ce7fc,35,9.40005E+14,4.86E-05
2021-10-16,0x8f6015bdcbbf16737286162aafb42dd28ecac410,OnePunchToken:,ONEPUNCH,Wrapped Ether,WETH,0xa19fe6f5ff9f13ed964dfc46f5b4b0eea1af1a84,OnePunchToken:,ONEPUNCH,48,0xe40d47b6e73a3d6f894ee4c20783e1e16fb84678,48,1500031012,0.00024238
2021-10-16,0x466f20566e4ea7bc2da3487e497d848c2f44a213,Inu-Verse,BONE,Wrapped Ether,WETH,0x3d29fa60f4ff8e62bfbb9ff41ad28b2c3cdb43ce,Inu-Verse,BONE,68,0x7000c783a0edfa6379942d36ca70edc1aae6715d,68,3.91999E+13,0.001036277
2021-10-16,0xc90c7e37cca2694335400bb4bf8b7b7455937293,KOOPA & INU,KOOPAINU,Wrapped Ether,WETH,0x0612046ef04f68dfad04b921d8460b7500be3361,KOOPA & INU,KOOPAINU,24,0xf6c114b6435c786062f56529457c95ff423d13a2,24,5.00265E+15,0.002013613
2021-10-16,0x4ce34149aa535c3aacfc77403d870e6ea0706c6e,WSB Inu,WSBI,Wrapped Ether,WETH,0x78090455687b91e4b8e5328fbb19acd20ae27390,WSB Inu,WSBI,33,0x998ada4d05a0833b4d09b8b735d4f492b759efa1,33,4.29302E+15,0.011705077
2021-10-16,0xf3f9dd012cdac3e2075de21d27f4e9782b47d034,World Dog Inu,WD-Inu,Wrapped Ether,WETH,0x2bf88be30974a88ec045c94458926439bcbdeb95,World Dog Inu,WD-Inu,51,0x580862801812a24241e7dc4c75129c68ad71f73a,51,1.23546E+15,0.012281055
2021-10-15,0x7a1b5bc8e2421bb7f5936ae450e920e8b28893e6,Traceability TOKEN,TBTY,Wrapped Ether,WETH,0x4407bff725b6fa3a18d99a5aa522f1937202fb36,Traceability TOKEN,TBTY,3,0xced144dce90a7be000262d04bda3bcbc0df62291,3,88008832990,2.35E-06
2021-10-15,0x3bb78c6b8f8ffca01f6cfcb9dd4367eb0165b078,Crypto Nijigen,CNG,Wrapped Ether,WETH,0xa76165204ea5ddacbf26af40afc0a652beccea28,Crypto Nijigen,CNG,25,0x2a62bc19f4d4e5a4f219c8b191cf4ee037096a61,25,1.00021E+11,0.002406539
2021-10-15,0x0c9236fd9de4706716c04e041703a1f31bb2d8ff,Shibasaur,SHIBASAUR,Wrapped Ether,WETH,0x89a2da45b9cc918831f65908a1530e7fbb8ed666,Shibasaur,SHIBASAUR,75,0xcfef64dacdc1e9b565982818f7e5646799224072,75,47590884520,0.003000142
2021-10-14,0x084543a07cc1956aeb7b4037a38fbfd5303e81c9,Play2Earn Digital,P2E,Wrapped Ether,WETH,0x313f0d7c36485ae78547c4e930f9ee4daab7e355,Play2Earn Digital,P2E,49,0xddeb297c0a1b6b5e202f888732193be42f15d505,49,1.00002E+12,0.000428473
2021-10-14,0x5dc012f12ae53b00b9577d805dc9089aead6ec51,Seeds,SEEDS,Wrapped Ether,WETH,0x7a6edcf89f9b543158bbca5c8983cae6cdbb5053,Seeds,SEEDS,2,0x917f91b39a193279c270406df35e3fe0443356a3,2,0.204175282,0.005010459
2021-10-12,0x300578f1bfc47aded3799d70b03bdc351546bdbd,Wrapped Ether,WETH,DOGE SILENCER,MUZZLE,0xc9a7ae7c140b577a1bd717a1e50ddedac83b839d,DOGE SILENCER,MUZZLE,40,0x069d7ad282fb36226f81c4467d3fba70a5c7fba9,40,2.14E-13,5.00E-18
2021-10-12,0x626cf7826cf81a8954d1a745d4e5e5cb842756fd,HodlGalaxy,HGALAXY,Wrapped Ether,WETH,0xa94196dbb70fdd0d4621106dabb8bb34ffeedbf2,HodlGalaxy,HGALAXY,19,0xf5ff69561c30b9a0c5e7f8aa8872d3ce518e6cde,19,6.72325E+12,0.000112071
2021-10-11,0x3e326cdd1aef2a16e7f84f1f990b11642836506d,COME ON AND SLAM,🏀SPACEJAM ,Wrapped Ether,WETH,0xa3c05d5523638d21e0a822865d72721bad92e12b,COME ON AND SLAM,🏀SPACEJAM ,46,0xbf6164acc7e601a4b10c98ce30e281f02f6ed452,46,1E+13,2.69E-06
2021-10-11,0x41ae22b29047f735aa67461beeef991e3df9b3b9,Wrapped Ether,WETH,Game On!,GOI,0xebc531e8a4c1c8e6d13e853e978d204ac914a588,Game On!,GOI,70,0x11ec2760278cc55807510e0eeb66f9926fd75228,26,7.55E-13,0.001009134
2021-10-11,0xfea60342672a3a5f4d16a63fd6c305280a5a0704,Wrapped Ether,WETH,Deep MetaVerse🌌,MetaVerse,0xd8a8e3848cfaaf398897f583804b5a497ca31386,Deep MetaVerse🌌,MetaVerse,77,0x7f668968ed98f519c4b73b3835f51f5e8ad229b7,77,6.91755E+14,0.002297415
2021-10-11,0xf063de97b59b264cefd79e5e0e41c2aa4729fb5f,BankOfEtherica,Etherican,Wrapped Ether,WETH,0x7a72b63108cba590e8ffebbdcaafb785fd759c68,BankOfEtherica,Etherican,56,0x1b94ca89129bcdcc35fde565c61189200a2c851a,56,1.00061E+15,0.014922798
2021-10-11,0x5ac6e23e67c9dc7bdadb190f34dc4fd4b103d9a2,Beta Token,BETA,Wrapped Ether,WETH,0xbe1a001fe942f96eea22ba08783140b9dcc09d28,Beta Token,BETA,42,0x0dcde930937bddd66464169756c1e850ce2b0286,42,207.7488598,0.099017518
2021-10-11,0x49a74258ac7b81e5f68aa9c529c55a77f70eece6,GameBoy Forever!,GAMEBOY,Wrapped Ether,WETH,0x17a6a88ea0694ac97fa2c4a6870804ad5d65d654,GameBoy Forever!,GAMEBOY,35,0x79134c8cdb779b8b4188611691784e89320b5c2b,35,1.00E-09,0.14
2021-10-10,0xfce0067c03a89064fa09202c89632c8d4331a9a4,Krillin,KRILL,Wrapped Ether,WETH,0xad8614802a66a3ac1f6ce273af1775228c686f5d,Krillin,KRILL,22,0xec455f85fe10fadee4c4f6515eaede0dabf7ba10,22,1.00098E+14,0.008023481
2021-10-09,0xd496ceae5e83e32198b347639d61ebd008893638,InterStellar:,👾 InterStellar 🛸,Wrapped Ether,WETH,0x4fce4b062e308ce05cfae361bffb9c15c21e9703,InterStellar:,👾 InterStellar 🛸,99,0x2cc5c9f195a3c602d4275922cd63145bebd08c5f,99,1E+14,3.49E-05
2021-10-09,0x675467e25b41717a22a7546cf0d9e134bf7b24f9,Panon Token (t.me/PanonToken),PNN,Wrapped Ether,WETH,0x718e15b6816df15f293f4652d476522890d9c2a3,Panon Token (t.me/PanonToken),PNN,12,0x55937fd1da89059189e980910691f944617c2b2e,12,9.99969E+14,0.000483091
2021-10-09,0x7c28287717d90af65a7605c1edd748157b8e101e,ShibShimi,🍣ShibShimi,Wrapped Ether,WETH,0xaba29e2877ec84da0a79b7445cfbef1bbbc112a1,ShibShimi,🍣ShibShimi,59,0xa402e70009047a7362bdc3f5637e735ec482b94a,59,1.00039E+15,0.004041702
2021-10-09,0x8f1546d06bc979e9d2199a99f5c58c845393aa2b,PerfectMoon|PerfectMoon.net,PerfectMoon🌓,Wrapped Ether,WETH,0x2034588497f6ced32feb93c71604f7af52d45b26,PerfectMoon|PerfectMoon.net,PerfectMoon🌓,32,0x4249f8e0d6206f02974c3f17fdc0b34db923470a,32,1.00059E+15,0.004484616
2021-10-09,0xa4cc049551c27fbb0ce9dcf17cc9116728135c3b,Pinto Token,PINTO,Wrapped Ether,WETH,0x64d77ed9812bd3b06536e6b2a4bc6b732a20798e,Pinto Token,PINTO,33,0x810acbf0282f0da4d76930d6a85a615f920223ec,33,8.58664E+13,0.007019329
2021-10-08,0x12fab6f0041a1d312a0fe9bea4ecf741070f7b1b,Wrapped Ether,WETH,Decentra Gallery,DECENGAL,0xe77ab9bcabdef9e8c972ac3037f44c5a220d1ed0,Decentra Gallery,DECENGAL,71,0x69b6181c0e4ca30f801c0e21e4d99d6065d66fc7,71,1E+15,6.04E-05
2021-10-08,0xf3098133f46c4b0d47ed730f5fcbf43cafa55fa3,Fated Kingdom Token,KINGDOM,Wrapped Ether,WETH,0x683420712e90fd96d669c07be91a92abd162dd9b,Fated Kingdom Token,KINGDOM,28,0xe8071a6db132c61f6f7608d4f8761513a15bff9a,28,1.00017E+11,0.002417809
2021-10-06,0xb2802aca76046b987fb5a30494c81ddf6d5c6f5b,Wrapped Ether,WETH,Benamon NFT Game,BENA,0xe1d3aa4d62455900a7b08796a88ef02584bc8068,Benamon NFT Game,BENA,57,0x1ab85351089962df356719c9e784d0a492bfd0e3,57,3.39033E+12,8.95E-05
2021-10-06,0xce14eed1d13d3fd527867ef8b2f4c8558825fc74,Wrapped Ether,WETH,KAMO inu | https://t.me/kamoinu,KAMOINU,0xf92620c060cb2402ace1bed75af45cdb37a56828,KAMO inu | https://t.me/kamoinu,KAMOINU,26,0x3bb43be1695e788f19a44ee165e8e1268ca7c98a,26,50043616637,0.004043136
2021-10-06,0x25fb65e3a5f64563ca195d8f1975206bd0a216b7,Kings Of 21st Century,21CENTURY,Wrapped Ether,WETH,0xa5a544a5a374e8a7fb922078403e56d80ac03351,Kings Of 21st Century,21CENTURY,38,0x749e6b2d31ed26a85f551399cce3c42ef0ccd72e,38,1.00044E+14,0.006038481
2021-10-05,0x5ad30a18c0de95f31799eb5e81c869d09c20def9,Pixel Doge,PDOGE,Wrapped Ether,WETH,0x9661be5bca29e9d5030772402de4bdf15f1d84db,Pixel Doge,PDOGE,73,0x846223a82887cd5386f50d0c4ede716373858057,73,1E+14,1.28E-08
2021-10-05,0xba22d0f38b339239dc3bed3ddc6fb7259c71e198,ETL,💫 EMBRACE THE LIGHT,Wrapped Ether,WETH,0x5f090d029a6f269634730d0b297fed80a7bef78b,ETL,💫 EMBRACE THE LIGHT,53,0xcf0576e5a4cd34049898aefd4e96daefb518edfe,53,9.40042E+13,1.29E-05
2021-10-05,0x9414d217befcc95b2f006c600f704ff0300e711c,PatoBox Token,PBOX,Wrapped Ether,WETH,0x9effb6cf159de2103721ef9dc9fbb78fb43ec075,PatoBox Token,PBOX,16,0x537f7849d196e4e0cbf53c27dd08d620292b0ee1,16,5.00228E+11,0.003257863
2021-10-04,0xb49db9685778e65d05d3aa75ea99feff1424b340,Pokemon:,CATCHEMALL◓,Wrapped Ether,WETH,0x383ecb9ab4c78b3432cfaa78a19d02e913da2774,Pokemon:,CATCHEMALL◓,70,0x87b813c157dec8b5edc9ac4dc089d2588a5939e3,70,4.10002E+13,0.000101104
2021-10-04,0xc79808bb9e3a65481f8447bc3d50ad81ee0918ba,Funny Heroes,FUNNY,Wrapped Ether,WETH,0x6ab4770cb641f03607ea0a618608ec68c59d8ebf,Funny Heroes,FUNNY,37,0x504f2176f40d95ca13d5b4ff3044268599d060df,37,8.00131E+11,0.002839352
2021-10-04,0xa9eb5fc523f7498968a859435dbc73fcd2fa84f9,Wrapped Ether,WETH,Frunkpuppy,FLOKI,0xfb6f9e73e6513d19d0322bc2c07b3431248b385f,Frunkpuppy,FLOKI,26,0x7290d0ebbd8fc4e295ca7fccb92e0c263e31b0ed,26,1.00604E+11,0.036158685
2021-10-04,0x3fa09c0b5048aa04def4a93e90bc784cb6248d40,Wrapped Ether,WETH,Full Metal Shiba:,FullMetal🔧,0xcbd6fca882269631b29b12b955fe120303024443,Full Metal Shiba:,FullMetal🔧,83,0xbf26da2924062326579291031a22dec7c95cdca6,83,4.69954E+11,0.15201775
2021-10-03,0xe18df86ed331480b7f187102a5e158151ef765c2,Punkverse,PURSE,Wrapped Ether,WETH,0x7b27e5101e452dff1934675c6958ebd9552eaa93,Punkverse,PURSE,30,0xb98767f9e9b5fd2849c349632df25b956f79e353,30,8.00108E+12,3.75E-09
2021-10-03,0x2e9f91b689e57b5183a8d7d1bd10f71866437056,Wrapped Ether,WETH,CryptoUniverse,UNIVERSE,0xf5e4f1624953a92521c771edd4bc9562c96aac0a,CryptoUniverse,UNIVERSE,50,0xb3961a7d6d97e44b55b5e1cdeb65931c4f3eca50,50,4.66744E+15,9.71E-05
2021-10-03,0x101ee91ff1dc3d194a055e984cadc1cdcf065f80,Wrapped Ether,WETH,@BobsBurgersCoin,BBC,0xd609bd6975990d390963233914146e0aa7fa32fc,@BobsBurgersCoin,BBC,35,0x9f39e5bf5569734183775637c0972b2cbc57497a,35,5.58447E+14,0.000382601
2021-10-03,0x94b5966d3e7b98e0449209d22501ed7df1d33a05,Kenshin Inu,KENSHIN,Wrapped Ether,WETH,0xbcf1b9692a10b412b61613b8a4b1777d78dc7a07,Kenshin Inu,KENSHIN,239,0x506dab9f183a33953a1dcd935cfb9a33e89367cc,239,60525826230,0.008733628
2021-10-02,0x6daa38edfff2242e3acf103ed6d8644be098cee8,ModernaToken,MODERNA,Wrapped Ether,WETH,0x530d4df09c6b0b6c46004dbe5ae80f6a28c8b957,ModernaToken,MODERNA,15,0xb2fa1a419769cf42d2c76ef16d391cfbb0333e52,15,1.55E-05,6.60E-17
2021-10-02,0xccc43c004d7506e6735ecb506911d16e5829317b,Ben10,Ben10,Wrapped Ether,WETH,0x37e60cb16b44def4bc77e6e907b7c8aa4305d6f5,Ben10,Ben10,39,0xeee206aea6f20dd0cdaefdef01e92ab8fdec0224,39,4.42E-07,2.29E-15
2021-10-02,0xb237f0536e737c49e34781a5ec7a31f17976e608,Dovahkiin,DRAGONBORN,Wrapped Ether,WETH,0xbbf3c17ed7e3635141505111328d547a7cc4ee82,Dovahkiin,DRAGONBORN,87,0x84d63d522f21a062afbb3c265fab37c5ef15c192,87,1E+12,4.05E-06
2021-10-02,0xb0a9c7969c96c0c3b5173a042353736ff944f858,DogeX Cash,$DOGEX,Wrapped Ether,WETH,0xb56fac7d887ef771752e60441ed1f0c7749a8e25,DogeX Cash,$DOGEX,18,0x6fa29623568312b43be1f331ae062f3e5dbb20ac,18,4.24391E+15,0.000236626
2021-10-02,0x8427654f60bd849eab27cd1c81cd84eddbc2944b,Wrapped Ether,WETH,Gotenks Inu,GOTENKS,0xd6729319fe8e5c01cd7c4d7494b1484cf70b7ca8,Gotenks Inu,GOTENKS,178,0xa066b6b863c128abf4a5ed94971da20c52b46f79,178,1.5481E+15,1.785878899
2021-10-01,0x0f61d66f054c4d659feee6087be5fd0c87a89c53,Shinobi Keisuke,🐾KEI,Wrapped Ether,WETH,0x951444c79b8b50da6b65f2a620e60e648fa641ec,Shinobi Keisuke,🐾KEI,90,0xd5058b0018955a07dd195a6eafdbb39f3255fd34,90,5E+15,5.96E-07
2021-10-01,0xe643a93ae2c6b4a10e08544cc0882843092ab0a6,CryptoSnake | t.me/cryptosnakeoff,SNAKE,Wrapped Ether,WETH,0xa19e06f5900c1553c6c5327731c8486873a18dd5,CryptoSnake | t.me/cryptosnakeoff,SNAKE,25,0x3f6111eed293b9b3005e29a7897611da47d51a99,25,4.5694E+15,8.81E-05
